Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,23.09000015258789,23.15999984741211,22.825000762939453,23.065000534057617,22.74620246887207,1228800
2013-01-03,23.010000228881836,23.360000610351562,22.954999923706055,23.184999465942383,22.86453628540039,1754600
2013-01-04,23.2549991607666,23.655000686645508,23.010000228881836,23.600000381469727,23.2738037109375,1513600
2013-01-07,23.5,23.600000381469727,22.895000457763672,22.975000381469727,22.65744400024414,1997600
2013-01-08,22.889999389648438,23.229999542236328,22.795000076293945,23.03499984741211,22.716611862182617,2138000
2013-01-09,25.084999084472656,25.084999084472656,24.065000534057617,24.43000030517578,24.092329025268555,7141600
2013-01-10,24.575000762939453,24.575000762939453,24.30500030517578,24.549999237060547,24.210674285888672,2058000
2013-01-11,24.5,24.565000534057617,24.389999389648438,24.510000228881836,24.17122459411621,1029200
2013-01-14,24.584999084472656,24.71500015258789,24.5,24.709999084472656,24.368459701538086,1346600
2013-01-15,24.309999465942383,24.934999465942383,24.309999465942383,24.924999237060547,24.58049201965332,1737600
2013-01-16,24.760000228881836,25.0,24.725000381469727,24.7549991607666,24.412837982177734,1698800
2013-01-17,25.049999237060547,25.364999771118164,24.790000915527344,24.825000762939453,24.481868743896484,2802200
2013-01-18,24.844999313354492,25.049999237060547,24.760000228881836,25.040000915527344,24.69390106201172,1943600
2013-01-22,24.985000610351562,25.114999771118164,24.889999389648438,25.114999771118164,24.76785659790039,1091600
2013-01-23,25.045000076293945,25.079999923706055,24.78499984741211,24.78499984741211,24.44242286682129,1278600
2013-01-24,24.764999389648438,24.96500015258789,24.719999313354492,24.834999084472656,24.491735458374023,2246800
2013-01-25,24.895000457763672,24.989999771118164,24.774999618530273,24.940000534057617,24.595279693603516,1035800
2013-01-28,24.954999923706055,25.049999237060547,24.825000762939453,24.8700008392334,24.5262508392334,1679600
2013-01-29,24.799999237060547,24.829999923706055,24.635000228881836,24.735000610351562,24.393115997314453,1342000
2013-01-30,24.71500015258789,24.71500015258789,24.565000534057617,24.635000228881836,24.294485092163086,1197200
2013-01-31,24.635000228881836,24.68000030517578,24.434999465942383,24.6299991607666,24.289567947387695,838800
2013-02-01,24.709999084472656,24.7450008392334,24.5049991607666,24.625,24.28464126586914,961000
2013-02-04,24.520000457763672,24.709999084472656,24.375,24.399999618530273,24.062747955322266,964400
2013-02-05,24.545000076293945,24.815000534057617,24.44499969482422,24.799999237060547,24.457218170166016,1101800
2013-02-06,24.760000228881836,24.94499969482422,24.604999542236328,24.93000030517578,24.58542251586914,814800
2013-02-07,24.8700008392334,25.014999389648438,24.594999313354492,24.780000686645508,24.43749237060547,985800
2013-02-08,24.770000457763672,25.049999237060547,24.7450008392334,24.969999313354492,24.624862670898438,868200
2013-02-11,24.90999984741211,25.049999237060547,24.850000381469727,24.96500015258789,24.61993980407715,918000
2013-02-12,24.905000686645508,24.969999313354492,24.7450008392334,24.78499984741211,24.44242286682129,1177400
2013-02-13,24.75,24.899999618530273,24.4950008392334,24.899999618530273,24.565738677978516,1126400
2013-02-14,24.81999969482422,25.104999542236328,24.815000534057617,24.959999084472656,24.62493324279785,912400
2013-02-15,24.905000686645508,25.219999313354492,24.834999084472656,25.065000534057617,24.728534698486328,972200
2013-02-19,25.100000381469727,25.6200008392334,25.059999465942383,25.5,25.15768814086914,2713400
2013-02-20,25.55500030517578,25.55500030517578,25.145000457763672,25.149999618530273,24.81239128112793,1276800
2013-02-21,25.0,25.045000076293945,24.2450008392334,24.655000686645508,24.32402801513672,1321200
2013-02-22,24.854999542236328,25.100000381469727,24.614999771118164,24.84000015258789,24.506549835205078,1118400
2013-02-25,24.954999923706055,24.954999923706055,24.434999465942383,24.440000534057617,24.11191749572754,914200
2013-02-26,24.53499984741211,24.600000381469727,24.28499984741211,24.540000915527344,24.210580825805664,1125600
2013-02-27,24.514999389648438,24.665000915527344,24.290000915527344,24.600000381469727,24.269771575927734,1900000
